timestep_2,carrier_1,parameter,value
h3044,electricity,dem,62.57113402
h3045,electricity,dem,61.9628866
h3046,electricity,dem,58.08659794
h3047,electricity,dem,52.8742268
h3048,electricity,dem,49.21958763
h3049,electricity,dem,47.2443299
h3050,electricity,dem,46.01030928
h3051,electricity,dem,46.25051546
h3052,electricity,dem,47.84123711
h3053,electricity,dem,51.73298969
h3054,electricity,dem,59.2
h3055,electricity,dem,65.59072165
h3056,electricity,dem,68.28453608
h3057,electricity,dem,68.90721649
h3058,electricity,dem,70.12061856
h3059,electricity,dem,70.81958763
h3060,electricity,dem,69.67938144
h3061,electricity,dem,68.12783505
h3062,electricity,dem,66.12783505
h3063,electricity,dem,64.65979381
h3064,electricity,dem,63.54845361
h3065,electricity,dem,63.29690722
h3066,electricity,dem,62.89793814
h3067,electricity,dem,62.17010309
h3068,electricity,dem,60.39484536
h3069,electricity,dem,59.62783505
h3070,electricity,dem,56.1556701
h3071,electricity,dem,51.51030928
h3072,electricity,dem,47.44123711
h3073,electricity,dem,45.06185567
h3074,electricity,dem,43.27113402
h3075,electricity,dem,42.87835052
h3076,electricity,dem,43.21134021
h3077,electricity,dem,43.75360825
h3078,electricity,dem,45.54742268
h3079,electricity,dem,49.65979381
h3080,electricity,dem,54.23505155
h3081,electricity,dem,57.76082474
h3082,electricity,dem,59.54123711
h3083,electricity,dem,60.12886598
h3084,electricity,dem,58.9371134
h3085,electricity,dem,56.9
h3086,electricity,dem,54.88969072
h3087,electricity,dem,53.70412371
h3088,electricity,dem,53.2628866
h3089,electricity,dem,53.83092784
h3090,electricity,dem,54.24226804
h3091,electricity,dem,53.4371134
h3092,electricity,dem,51.80412371
h3093,electricity,dem,51.71546392
h3094,electricity,dem,49.77835052
h3095,electricity,dem,46.01443299
h3096,electricity,dem,42.60206186
h3097,electricity,dem,40.53402062
h3098,electricity,dem,39.3257732
h3099,electricity,dem,39.00721649
h3100,electricity,dem,39.31340206
h3101,electricity,dem,39.49175258
h3102,electricity,dem,39.55051546
h3103,electricity,dem,42.35154639
h3104,electricity,dem,46.43917526
h3105,electricity,dem,49.77525773
h3106,electricity,dem,51.87113402
h3107,electricity,dem,53.84948454
h3108,electricity,dem,52.93092784
h3109,electricity,dem,50.80206186
h3110,electricity,dem,48.70412371
h3111,electricity,dem,47.32164948
h3112,electricity,dem,46.4257732
h3113,electricity,dem,47.46907216
h3114,electricity,dem,48.97628866
h3115,electricity,dem,49.81030928
h3116,electricity,dem,50.24536082
h3117,electricity,dem,52.02371134
h3118,electricity,dem,51.42474227
h3119,electricity,dem,47.58969072
h3120,electricity,dem,44.49793814
h3121,electricity,dem,42.90412371
h3122,electricity,dem,42.31752577
h3123,electricity,dem,42.7742268
h3124,electricity,dem,44.6814433
h3125,electricity,dem,48.94226804
h3126,electricity,dem,57.7257732
h3127,electricity,dem,64.55979381
h3128,electricity,dem,68.05257732
h3129,electricity,dem,68.98350515
h3130,electricity,dem,70.72783505
h3131,electricity,dem,71.98556701
h3132,electricity,dem,71.03814433
h3133,electricity,dem,70.37216495
h3134,electricity,dem,69.09484536
h3135,electricity,dem,68.1257732
h3136,electricity,dem,65.98865979
h3137,electricity,dem,65.23608247
h3138,electricity,dem,64.68969072
h3139,electricity,dem,64.43092784
h3140,electricity,dem,62.47731959
h3141,electricity,dem,61.83505155
h3142,electricity,dem,58.09793814
h3143,electricity,dem,52.7556701
h3144,electricity,dem,48.91030928
h3145,electricity,dem,46.81752577
h3146,electricity,dem,45.56907216
h3147,electricity,dem,45.71546392
h3148,electricity,dem,47.10721649
h3149,electricity,dem,50.80309278
h3150,electricity,dem,58.81443299
h3151,electricity,dem,65.19072165
h3152,electricity,dem,68.20824742
h3153,electricity,dem,68.97938144
h3154,electricity,dem,70.57319588
h3155,electricity,dem,71.99175258
h3156,electricity,dem,71.61030928
h3157,electricity,dem,71.27938144
h3158,electricity,dem,70.4185567
h3159,electricity,dem,69.12164948
h3160,electricity,dem,67.62989691
h3161,electricity,dem,66.87731959
h3162,electricity,dem,66.74845361
h3163,electricity,dem,66.08453608
h3164,electricity,dem,63.84948454
h3165,electricity,dem,62.49175258
h3166,electricity,dem,58.54948454
h3167,electricity,dem,53.21134021
h3168,electricity,dem,49.31958763
h3169,electricity,dem,47.23195876
h3170,electricity,dem,45.90515464
h3171,electricity,dem,46.30309278
h3172,electricity,dem,47.53505155
h3173,electricity,dem,50.85979381
h3174,electricity,dem,58.76494845
h3175,electricity,dem,65.02989691
h3176,electricity,dem,67.85979381
h3177,electricity,dem,68.37010309
h3178,electricity,dem,69.70412371
h3179,electricity,dem,70.79381443
h3180,electricity,dem,70.0556701
h3181,electricity,dem,69.57731959
h3182,electricity,dem,68.09587629
h3183,electricity,dem,66.3742268
h3184,electricity,dem,64.44020619
h3185,electricity,dem,64.02268041
h3186,electricity,dem,63.70721649
h3187,electricity,dem,62.82268041
h3188,electricity,dem,60.66082474
h3189,electricity,dem,59.30618557
h3190,electricity,dem,55.70412371
h3191,electricity,dem,50.96185567
h3192,electricity,dem,46.96391753
h3193,electricity,dem,44.57113402
h3194,electricity,dem,43.1185567
h3195,electricity,dem,42.69793814
h3196,electricity,dem,42.64639175
h3197,electricity,dem,41.62061856
h3198,electricity,dem,41.11443299
h3199,electricity,dem,44.02474227
h3200,electricity,dem,47.91030928
h3201,electricity,dem,50.66907216
h3202,electricity,dem,52.32474227
h3203,electricity,dem,53.57113402
h3204,electricity,dem,52.74226804
h3205,electricity,dem,50.75051546
h3206,electricity,dem,49.14742268
h3207,electricity,dem,47.87216495
h3208,electricity,dem,47.18350515
h3209,electricity,dem,47.95876289
h3210,electricity,dem,49.34123711
h3211,electricity,dem,49.79175258
h3212,electricity,dem,49.75876289
h3213,electricity,dem,50.42268041
h3214,electricity,dem,49.09793814
h3215,electricity,dem,45.38969072
h3216,electricity,dem,42.45360825
h3217,electricity,dem,40.65051546
h3218,electricity,dem,39.6185567
h3219,electricity,dem,39.79587629
h3220,electricity,dem,41.2628866
h3221,electricity,dem,44.09072165
h3222,electricity,dem,49.62989691
h3223,electricity,dem,55.23608247
h3224,electricity,dem,59.34536082
h3225,electricity,dem,61.23092784
h3226,electricity,dem,62.5257732
h3227,electricity,dem,63.37216495
h3228,electricity,dem,62.85773196
h3229,electricity,dem,61.22680412
h3230,electricity,dem,59.69278351
h3231,electricity,dem,58.4371134
h3232,electricity,dem,57.52164948
h3233,electricity,dem,57.59381443
h3234,electricity,dem,57.4185567
h3235,electricity,dem,56.59381443
h3236,electricity,dem,54.89690722
h3237,electricity,dem,54.38247423
h3238,electricity,dem,52.27113402
h3239,electricity,dem,48.11443299
h3240,electricity,dem,44.56082474
h3241,electricity,dem,42.33402062
h3242,electricity,dem,40.99175258
h3243,electricity,dem,40.76907216
h3244,electricity,dem,41.30103093
h3245,electricity,dem,41.46804124
h3246,electricity,dem,43.37216495
h3247,electricity,dem,46.99484536
h3248,electricity,dem,51.44536082
h3249,electricity,dem,54.57938144
h3250,electricity,dem,56.52989691
h3251,electricity,dem,57.84123711
h3252,electricity,dem,57.21958763
h3253,electricity,dem,55.51649485
h3254,electricity,dem,54.07628866
h3255,electricity,dem,53.19175258
h3256,electricity,dem,52.76185567
h3257,electricity,dem,53.22164948
h3258,electricity,dem,53.89381443
h3259,electricity,dem,53.12164948
h3260,electricity,dem,51.23608247
h3261,electricity,dem,50.41134021
h3262,electricity,dem,48.79484536
h3263,electricity,dem,45.56804124
h3264,electricity,dem,42.40721649
h3265,electricity,dem,40.21237113
h3266,electricity,dem,38.87113402
h3267,electricity,dem,38.61443299
h3268,electricity,dem,38.83402062
h3269,electricity,dem,38.45051546
h3270,electricity,dem,38.60412371
h3271,electricity,dem,40.74020619
h3272,electricity,dem,44.58350515
h3273,electricity,dem,48.17835052
h3274,electricity,dem,50.75463918
h3275,electricity,dem,52.95876289
h3276,electricity,dem,52.36391753
h3277,electricity,dem,50.53092784
h3278,electricity,dem,48.94536082
h3279,electricity,dem,48.0556701
h3280,electricity,dem,47.54123711
h3281,electricity,dem,48.77319588
h3282,electricity,dem,50.31546392
h3283,electricity,dem,50.3556701
h3284,electricity,dem,49.66804124
h3285,electricity,dem,50.36391753
h3286,electricity,dem,50.24226804
h3287,electricity,dem,46.52371134
h3288,electricity,dem,43.6814433
h3289,electricity,dem,42.29587629
h3290,electricity,dem,41.55463918
h3291,electricity,dem,42.09072165
h3292,electricity,dem,43.8814433
h3293,electricity,dem,47.9257732
h3294,electricity,dem,56.88762887
h3295,electricity,dem,63.88762887
h3296,electricity,dem,67.29690722
h3297,electricity,dem,68.28969072
h3298,electricity,dem,69.89484536
h3299,electricity,dem,71.12989691
h3300,electricity,dem,70.60618557
h3301,electricity,dem,69.94742268
h3302,electricity,dem,68.79587629
h3303,electricity,dem,67.3628866
h3304,electricity,dem,65.41546392
h3305,electricity,dem,64.8257732
h3306,electricity,dem,64.6443299
h3307,electricity,dem,64.39793814
h3308,electricity,dem,62.57835052
h3309,electricity,dem,61.52268041
h3310,electricity,dem,58.11237113
h3311,electricity,dem,52.80309278
h3312,electricity,dem,48.99793814
h3313,electricity,dem,46.8628866
h3314,electricity,dem,45.77938144
h3315,electricity,dem,46.18041237
h3316,electricity,dem,47.59175258
h3317,electricity,dem,50.87835052
h3318,electricity,dem,59.12783505
h3319,electricity,dem,65.4628866
h3320,electricity,dem,68.80206186
h3321,electricity,dem,70.09175258
h3322,electricity,dem,71.65876289
h3323,electricity,dem,73.00309278
h3324,electricity,dem,72.21958763
h3325,electricity,dem,71.24639175
h3326,electricity,dem,69.88350515
h3327,electricity,dem,68.4814433
h3328,electricity,dem,67.25257732
h3329,electricity,dem,66.70721649
h3330,electricity,dem,66.22371134
h3331,electricity,dem,65.35773196
h3332,electricity,dem,62.81546392
h3333,electricity,dem,61.47731959
h3334,electricity,dem,58.26597938
h3335,electricity,dem,53.09381443
h3336,electricity,dem,49.47216495
h3337,electricity,dem,47.38350515
h3338,electricity,dem,45.98865979
h3339,electricity,dem,46.15257732
h3340,electricity,dem,48.01134021
h3341,electricity,dem,51.21546392
h3342,electricity,dem,59.10103093
h3343,electricity,dem,65.58969072
h3344,electricity,dem,68.51340206
h3345,electricity,dem,69.47525773
h3346,electricity,dem,71.09175258
h3347,electricity,dem,72.15876289
h3348,electricity,dem,71.24742268
h3349,electricity,dem,70.34845361
h3350,electricity,dem,68.90412371
h3351,electricity,dem,67.76701031
h3352,electricity,dem,66.40927835
h3353,electricity,dem,65.78453608
h3354,electricity,dem,65.4185567
h3355,electricity,dem,64.67216495
h3356,electricity,dem,62.33917526
h3357,electricity,dem,61.04742268
h3358,electricity,dem,58.03814433
h3359,electricity,dem,53.1257732
h3360,electricity,dem,49.40309278
h3361,electricity,dem,47.49278351
h3362,electricity,dem,46.62783505
h3363,electricity,dem,46.9628866
h3364,electricity,dem,48.24226804
h3365,electricity,dem,51.21134021
h3366,electricity,dem,58.89175258
h3367,electricity,dem,65.16185567
h3368,electricity,dem,68.34123711
h3369,electricity,dem,69.0742268
h3370,electricity,dem,70.2628866
h3371,electricity,dem,71.85257732
h3372,electricity,dem,70.91237113
h3373,electricity,dem,70.03298969
h3374,electricity,dem,68.60824742
h3375,electricity,dem,67.42061856
h3376,electricity,dem,66.0742268
h3377,electricity,dem,65.46804124
h3378,electricity,dem,65.06701031
h3379,electricity,dem,64.60309278
h3380,electricity,dem,62.34948454
h3381,electricity,dem,61.23917526
h3382,electricity,dem,58.34845361
h3383,electricity,dem,53.11340206
h3384,electricity,dem,49.64948454
h3385,electricity,dem,47.57835052
h3386,electricity,dem,46.55257732
h3387,electricity,dem,46.84639175
h3388,electricity,dem,48.33402062
h3389,electricity,dem,51.46701031
h3390,electricity,dem,59.16701031
h3391,electricity,dem,65.72474227
h3392,electricity,dem,68.73917526
h3393,electricity,dem,69.37731959
h3394,electricity,dem,70.26907216
h3395,electricity,dem,70.94845361
h3396,electricity,dem,70.06185567
h3397,electricity,dem,68.50927835
h3398,electricity,dem,66.48247423
h3399,electricity,dem,64.92474227
h3400,electricity,dem,63.79484536
h3401,electricity,dem,63.45360825
h3402,electricity,dem,62.85979381
h3403,electricity,dem,61.83814433
h3404,electricity,dem,59.62164948
h3405,electricity,dem,58.29587629
h3406,electricity,dem,55.7814433
h3407,electricity,dem,51.17628866
h3408,electricity,dem,47.34536082
h3409,electricity,dem,45.1814433
h3410,electricity,dem,43.70927835
h3411,electricity,dem,43.3185567
h3412,electricity,dem,43.44845361
h3413,electricity,dem,43.61752577
h3414,electricity,dem,45.3443299
h3415,electricity,dem,49.32886598
h3416,electricity,dem,53.4628866
h3417,electricity,dem,56.60721649
h3418,electricity,dem,58.17835052
h3419,electricity,dem,58.89175258
h3420,electricity,dem,57.56185567
h3421,electricity,dem,55.28247423
h3422,electricity,dem,53.3
h3423,electricity,dem,52.18247423
h3424,electricity,dem,51.74845361
h3425,electricity,dem,52.49175258
h3426,electricity,dem,53.13402062
h3427,electricity,dem,52.80412371
h3428,electricity,dem,50.90412371
h3429,electricity,dem,49.84329897
h3430,electricity,dem,48.56082474
h3431,electricity,dem,44.94123711
h3432,electricity,dem,41.55154639
h3433,electricity,dem,39.06907216
h3434,electricity,dem,37.48762887
h3435,electricity,dem,36.95051546
h3436,electricity,dem,37.19587629
h3437,electricity,dem,36.72268041
h3438,electricity,dem,37.10309278
h3439,electricity,dem,39.84020619
h3440,electricity,dem,43.55051546
h3441,electricity,dem,46.23402062
h3442,electricity,dem,48.34020619
h3443,electricity,dem,50.49381443
h3444,electricity,dem,49.8371134
h3445,electricity,dem,47.60309278
h3446,electricity,dem,45.65670103
h3447,electricity,dem,44.4371134
h3448,electricity,dem,43.97010309
h3449,electricity,dem,44.72268041
h3450,electricity,dem,46.06082474
h3451,electricity,dem,46.39587629
h3452,electricity,dem,45.86597938
h3453,electricity,dem,46.35051546
h3454,electricity,dem,46.15360825
h3455,electricity,dem,42.85979381
h3456,electricity,dem,39.72783505
h3457,electricity,dem,37.68659794
h3458,electricity,dem,36.45979381
h3459,electricity,dem,36.14639175
h3460,electricity,dem,36.52268041
h3461,electricity,dem,36.6185567
h3462,electricity,dem,37.42164948
h3463,electricity,dem,39.84742268
h3464,electricity,dem,43.63917526
h3465,electricity,dem,47.04948454
h3466,electricity,dem,49.44639175
h3467,electricity,dem,51.99587629
h3468,electricity,dem,52
h3469,electricity,dem,50.20927835
h3470,electricity,dem,48.30206186
h3471,electricity,dem,47.58350515
h3472,electricity,dem,47.33402062
h3473,electricity,dem,48.92371134
h3474,electricity,dem,50.27525773
h3475,electricity,dem,50.33608247
h3476,electricity,dem,49.38350515
h3477,electricity,dem,49.26082474
h3478,electricity,dem,49.14536082
h3479,electricity,dem,45.69690722
h3480,electricity,dem,42.69690722
h3481,electricity,dem,41.06082474
h3482,electricity,dem,40.29690722
h3483,electricity,dem,40.58556701
h3484,electricity,dem,42.35876289
h3485,electricity,dem,46.54845361
h3486,electricity,dem,55.30412371
h3487,electricity,dem,62.40103093
h3488,electricity,dem,66.23195876
h3489,electricity,dem,67.87628866
h3490,electricity,dem,69.96494845
h3491,electricity,dem,71.67525773
h3492,electricity,dem,70.92371134
h3493,electricity,dem,70.43917526
h3494,electricity,dem,69.19484536
h3495,electricity,dem,67.76701031
h3496,electricity,dem,66.14639175
h3497,electricity,dem,65.88453608
h3498,electricity,dem,65.48969072
h3499,electricity,dem,64.62061856
h3500,electricity,dem,61.84536082
h3501,electricity,dem,60.18762887
h3502,electricity,dem,57.57319588
h3503,electricity,dem,52.46082474
h3504,electricity,dem,48.89072165
h3505,electricity,dem,46.95051546
h3506,electricity,dem,45.94329897
h3507,electricity,dem,46.16185567
h3508,electricity,dem,47.47938144
h3509,electricity,dem,50.65773196
h3510,electricity,dem,58.54123711
h3511,electricity,dem,65.07835052
h3512,electricity,dem,68.43092784
h3513,electricity,dem,69.68041237
h3514,electricity,dem,71.34020619
h3515,electricity,dem,72.47525773
h3516,electricity,dem,70.96185567
h3517,electricity,dem,69.96494845
h3518,electricity,dem,69.05773196
h3519,electricity,dem,67.79381443
h3520,electricity,dem,66.24020619
h3521,electricity,dem,65.6185567
h3522,electricity,dem,65.24123711
h3523,electricity,dem,64.35257732
h3524,electricity,dem,61.86391753
h3525,electricity,dem,60.30103093
h3526,electricity,dem,57.86907216
h3527,electricity,dem,52.77628866
h3528,electricity,dem,49.23298969
h3529,electricity,dem,46.96185567
h3530,electricity,dem,45.72268041
h3531,electricity,dem,46.07113402
h3532,electricity,dem,47.53195876
h3533,electricity,dem,50.60927835
h3534,electricity,dem,58.41340206
h3535,electricity,dem,64.58762887
h3536,electricity,dem,67.62474227
h3537,electricity,dem,68.64020619
h3538,electricity,dem,70.15154639
h3539,electricity,dem,71.70412371
h3540,electricity,dem,71.04948454
h3541,electricity,dem,70.24536082
h3542,electricity,dem,68.9556701
h3543,electricity,dem,68.22989691
h3544,electricity,dem,66.86701031
h3545,electricity,dem,66.44639175
h3546,electricity,dem,65.67628866
h3547,electricity,dem,64.65360825
h3548,electricity,dem,61.95670103
h3549,electricity,dem,60.32474227
h3550,electricity,dem,57.61237113
